ID,description,subject,title,runtime
xjnj0229,This is video footage with no sound of what appears to be a cigarette lighter.,tobacco; cigarette; no audio; demonstration,VIDEO FOOTAGE OF CIGARETTE LIGHTER,0:23:50
xjxb0079,Popular actor Danny Glover is interviewed about his anti-smoking campaign and Hollywood's association with tobacco and alcohol in its publications.,tobacco; cigarette; interview; celebrity sponsor; anti-smoking; campaign,"PR 166 SUPPORT THE LAW - DANNY GLOVER SATELLITE FEEDS  WINSTON-SALEM, NC.",0:21:48
xkhb0039,"This is an advertisement for a new product called Camel Special, a smoother and lighter cigarette unlike any other rival cigarette.",tobacco; cigarette; advertising; new product,CAMEL SPECIAL LIGHTS INTRODUCTION 1993 (930000). (RUNNING TIME 0:16:53).,0:16:18
xkxb0079,This is a compliation of videos about Danny Glover's stance against smoking and his anti-smoking campaign for children.,tobacco; cigarette; interview; celebrity sponsor; anti-smoking; campaign,DANNY GLOVER ANTI-SMOKING,0:08:29
xmhb0039,"This is a news segment on CBS, an interview between an R.J. Reynolds official and an anti-smoking activist regarding Eclipse's new product with less smoke.",tobacco; cigarette; news report; new product; interview,RJ REYNOLDS TOBACCO COMPANY PR OFF- AIR TAPING CBS THIS MORNING CHARLES BLIXT INTERVIEW ON ECLIPSE,0:05:49
xngp0190,"This is a CBS News Story about how despite health warnings regarding cigarettes, people are still smoking.",tobacco; cigarette; news report; research,"Video CBS News Story, TI Statement, 1/11/74",0:02:58
xnwv0183,(error code: 224003),tobacco; cigarette,CPC PRESENTATION REEL PHILIP MORRIS COMPANIES 951003,0:11:39
xpgl0191,"This is a report saying that tar and nicotine have reduced in most cigarettes, but high tar and high nicotine cigarettes are still the most popular.",tobacco; cigarette; news report,NEWS REPORT,0:00:17
xphb0039,This is a compliation video featuring Camel Company's miscellaneous events.,tobacco; cigarette; event; footage,CAMEL GROUP. RUNNING TIME 0:03:01.,0:03:06
xpwv0183,(error code: 224003),tobacco; cigarette,MARLBORO SLIDE 980000 PRESENTATION REEL,0:08:05
xqgl0191,"This is a news report on cigarette research that finds on average, smokers live eight years less than nonsmokers. However, it also finds low-tar cigarettes are less detrimental than regular cigarettes.",tobacco; cigarette; research; study; news report,AMERICAN CANCER SOCIETY STUDY,0:01:38
xqgp0190,A health scientist talks about his research regarding cigarettes.,tobacco; cigarette; research; study; report,Video NBC Smoking and Health Clip - Garland,0:02:30
xrfp0190,This is a news report talking about a study that says smoking low-tar cigarettes is healthier than regular cigarettes.,tobacco; cigarette; news report; study,ABC1,0:00:16
xrgp0190,This is an advertisement for Budweiser beer with a commercial about a dog and a horse.,alcohol; commerical; advertisement; promotion,Video - Budweiser Commercial,0:01:00
xrhb0039,This is a launch for Salem cigarettes by R.J. Reynolds company through free samples and giveaways around Chicago.,tobacco; cigarette; advertisement; marketing; social; promotion,R.J. REYNOLDS TOBACCO CO. SALEM PREFERRED LAUNCH.,0:14:09
xsbg0182,This is a video by Philip Moris USA explaining the rationale behind releasing the Basic Box cigarettes.,tobacco; cigarette; sales; marketing; employee video; training,960000 BASIC SALES VIDEO POS NUMBER 78632,0:19:23
xsdv0183,(error code: 224003),tobacco; cigarette,PHILIP MORRIS MARLBORO MEDIUM - OPENING MODULE - CLOSING MODULE,0:18:31
xsgp0190,"This is a recording of possibly a race track from December 7, 1995",tobacco; cigarette; footage,No Title,0:00:08
xtgb0039,"This is a commercial for Camel Cigarettes, encouraging viewers to take the 30 day challenge that their cigarettes don't cause throat irritation.",tobacco; cigarette; commerical; advertisement; promotion,R.J. REYNOLDS TOBACCO COMPANY CAMEL CIGARETTE 16MM COMMERCIAL TRANSFERS REEL #11 LENGTH 52:30 11/17/94 (941117). RUNNING TIME 0:55:08.,0:27:15
xtgp0190,(hard to hear audio),tobacco; cigarette; interview  ,Dr. Wakeham Video,0:00:34
xtwb0044,"This is an advertisement for Parliament Party Zone, which promotes the Parliament cigarettes company.",tobacco; cigarette; advertisement; marketing; social; promotion,PARLIAMENT PARTY ZONE,0:08:56
xtxw0178,A speaker rants against the derrgulation of the labels of drugs.,tobacco; cigarette; product label,TECHNICAL SYNERGY SYMPOSIUM DAY 1 - TAPE 3 CHARLES R. WALL 910925 HYATT RICHMOND 60 MINUTES,0:02:00
xxdh0182,(error code: 224003),tobacco; cigarette;  <a href='http://www.archive.org/browse.php?field=subject&mediatype=movies&collection=industry-archives'>Browse by keywords in UCSF industry videos</a>,"THE BRAVO GROUP, CLIENT PHILIP MORRIS, TITLE 'FATHER KNOWS BEST'",0:03:35
xxgb0191,"This is a commercial for Marlboro cigarettes, catering to ranchers and longhorn cattle ranchers. ",tobacco; cigarette; commerical; advertisement; targeted audience,MARLBORO COMMERCIAL 3,0:01:00
xxhb0039,"This is an advertisement/commercial by the cigarette company Eclipse promoting their new low tar, low nicotine, non-smoke cigarettes. The commercial's targeted audience are smokers who feel that others are bothered by the smoke they emit. ",tobacco; cigarette; advertising; new product,BARBARA - ECLIPSE COMMERCIAL 4,0:13:37
xxmm0006,"This is a Larry King program about the supposed hiding of information by Ford about a seatbelt defect, and more topics.",car manufacturer; lawsuit; product recall; defect,Larry King Live,0:23:34
xxxn0085,"This is an advertisement for a 100 night club tour, which allows attendees to try Benson cigarettes.",tobacco; cigarette; African American; advertising; bar; public place; promotional merchandise; promotions; entertainment industry; ethnic group,CLUB BENSON & HEDGES - WORK IN PROGRESS,0:05:52
xygl0191,"A tobacco official rebuts in a debate, saying that cigarettes have not be proven to be unsafe.",tobacco; cigarette; debate,0500-2-UnSafe.mpg,0:00:05
xypj0015,The chairman of R.J. Reynolds tobacco company says it created a new product that does not produce secondhand smoke based on the wants from focus groups. The focus group discussions are also in this video.,tobacco; cigarette; focus group; marketing; product,C PROJECT FOCUS GROUPS DISCOVERY LAS VEGAS,0:30:31
xywv0183,(error code: 224003),tobacco; cigarette,PHILIP MORRIS MARLBORO RACING CONSUMER SWEEPS,0:06:37
xzgb0039,This is a questioning of an EPA offical about the study saying that cigarettes is a marker for certain behavior and asthma levels.,tobacco; cigarette; report; conference; study,"CATO CONFERENCE, THE POLITICS OF TOBACCO. TOBACCO USE, POLITICS & SOCIETY",0:29:35
xzgp0190,This is an introduction for a 20/20 report.,tobacco; cigarette; news,"Video 20/20, Introduction, 10/20/83",0:00:08
xzhh0257,Deposition of Erin Cox in RE: National Prescription Opiate Litigation; in 4 parts about her current job as a territory manager and her role in educating and informing. ,lawsuit; legal activity; litigation; opioids; sales; marketing,"Deposition of Erin Cox, Pharmaceuticals Sales Specialist",0:13:45
xzwb0044,This is a promotion of a Camel cigarette company-sponsored event through special effects and prizes. ,tobacco; cigarette; advertisement; marketing; social; promotion,910000 CAMEL GENERAL MARKET PRE-SELL,0:07:13
yfhb0039,This is a sales report by the president of R.J. Reynolds Tobacco and promoting its priorities for the future.,tobacco; cigarette; sales; report; goals,MANAGEMENT 111 1992 (920000) PRESIDENT'S ADDRESS RJR TOBACCO INTERNATIONAL 12/15/92 (921215) 18:52. RUNNING TIME 20:25.,0:20:29
yfjw0178,"This is a video demonstrating the process of how cigarettes are made, from harvesting plants to creating the final product.",tobacco; cigarette; process; product,HOW CIGARETTES ARE MADE,0:10:52
yfkv0183,(error code: 224003),tobacco; cigarette,"PHILIP MORRIS / YOUNG RUBICAM YOUTH SMOKING PREVENTION ( TITLES ONLY) 1. ""BUS"" 2. ""PIZZA"" 3. ""PARKING LOT"" 4. ""FISH"" 5. ""CHIMP"" 6. ""A LITTLE CREDIT 7. ""WHO YOU ARE"" 8. ""BEING DIFFERENT""",0:19:29
yfwk0146,"This is a news report about the Great American Smokeout and a controversial ad campaign of Philip Morris with the Bill of Rights. Later, there is a debate between two guests on smoking and politics.",tobacco; cigarette; advertising; controversy; debaete; politics,"THE TOBACCO INSTITUTE; FNN MARKETWRAP; FNN-TV; WASHINGTON, D.C.",0:14:15
yfxh0257,Deposition of James Rauch in RE: National Prescription Opiate Litigation; in 8 parts,lawsuit; legal activity; litigation; opioids; sales; marketing,"Deposition of James Jim Rausch, Customer Service Manager for Finished Goods",0:59:23
yghb0039,"This is an informative video about the purpose of R.J. Reynolds consumer relations and their responsibilites. Addiitionally, there are videos about Danny Glover's smoking prevention campagin and a compliation of youth smoking prevention videos.",tobacco; cigarette; company video; PR; marketing; prevention,R.J. REYNOLDS PUBLIC RELATIONS,0:15:04
yghj0223,Carolyn Levy explains her strategy in creating a national smoking prevention team.,tobacco; cigarette,"NATIONAL 4-H COUNCIL, CAROLYN LEVY",0:15:29
yglp0010,"This video is for Brown & Williamson employees and their families, refuting a new movie's claim that the Brown & Williamson company is a toxic work environment. Employee testimonials contradict the movie's claim.",tobacco; cigarette; report; targeted audience; dispute,BROWN & WILLIAMSON RESPONSE TO NEW MOVIE,0:18:28
ygvp0038,"This is an advertisement for a Club Benson & Hedges 100 nights tour, which will incorporate promotion and giveaways of cigarette products.",tobacco; cigarette; advertisement; marketing; social; promotion,CLUB BENSON & HEDGES 100 NIGHTS LIVE 2,0:08:38
ygwm0256,"Clip of interview with physician noting the order in which they would mention specific conditions for marketing opioids - would start with osteoarthritis, then move on to low back pain and then diabetic neuropathy.  ",opioids; sales and marketing; osteoarthritis; back pain; neuropathy; physician interview,Chapter Order OA LBP DPN [PCP Interview],0:0:30
ygwv0183,(error code: 224003),tobacco; cigarette,"MARLBORO STORY VIDEO ""COMMITMENT TO EXCELLENCE"" REV.",0:21:08
ygxb0079,"Popular actor Danny Glover expresses his support for preventing youth smoking, a program sponsored by R.J. Reynolds.",tobacco; cigarette; prevention; interview,"SUPPORT THE LAW"" DANNY GLOVER SATELLITE FEED  WINSTON-SALEM, NC.",0:16:16
yhfk0146,This is uncut footage of a CBS newscaster interviwewing a tobacco executive.,tobacco; cigarette; commerical; advertisement; targeted audience,"CBS INTERVIEW [UNCUT, NON-BROADCAST] TOBACCO INSTITUTE/ #3",0:13:29
zhgb0191,"This is a commercial for Marlboro cigarettes, catering to ranchers and longhorn cattle ranchers. ",tobacco; cigarette; commerical; advertisement; targeted audience,MARLBORO COMMERCIAL 2,0:01:00
yhhh0100,"This is a compliation of commercials by R.J. Reynolds, encouraging viewers to buy their products through testimonials and celebrity endorsements.",tobacco; cigarette,R.J. REYNOLDS TOBACCO COMPANY CAMEL CIGARETTE 16MM COMMERCIAL TRANSFERS SELECTIONS FROM REEL #13,0:20:51
yhhw0178,Dr. Edelman presents at a conference about development and synpatical connnections.,tobacco; cigarette; conference,DAY 1 TAPE 4 DR. EDELMAN 910925 HYATT RICH,0:09:52
yjdv0183,(error code: 224003),tobacco; cigarette,F.A.C.T. (FILTERED AIR CONTROL TOBACCO),0:11:37
yjnj0229,This is a video animation demonstrating how a E60 Tow Filter Machine works.,tobacco; cigarette,ANNIMATION 3BLOCK E 60.MPG.,0:02:26
yjxb0079,This is a compliation of news reports on tobacco executives testifying on Capitol Hill about reports that cigarettes companies spike cigarettes with additional nicotine to hook users.,tobacco; cigarette; news; news report; politics; testimony,PR 153 TOBACCO HEARINGS LOCAL/NATIONAL NEWS COVERAGE 4/14/94 (940414).,0:29:44
ykhb0039,This is a sales training entry program video by R.J.R. cigarette company.,tobacco; cigarette; sales; marketing; training,"S.T.E.P. VIDEO 1 ""R.J.R. AND THE INDUSTRY"" COMMODITY #253781 18:04. (RUNNING TIME 0:19:10).",0:18:59
yldw0111,A Mariboro-sponsored race car wins one million dollars for winning the Indy 500.,tobacco; cigarette; sponsor; racing; sport,INDY 500 FILMS,0:07:14
ylwk0146,This is a Nightline segment on ABC regarding how much and when did the tobacco industry know that cigarettes were harmful to human health.,tobacco; cigarette; news; reporting,"NIGHTLINE: SMOKING ISSUE, WJLA-TV, ABC, WASHINGTON, DC",0:22:29
ymhb0039,A reporter covers a Be More You event promoting women to show off different styles of fashion.,tobacco; cigarette,BE MORE YOU '82,0:03:37
ymhl0191,This is a video of a Kool-sponsored race car competing with other cars at a racing event.,tobacco; cigarette; sponsor; racing; sport,TEAM KOOL GREEN--KOOL CAR ACTION B-ROLL 1998 SEASON,0:05:29
ympj0015,"This is an advertisement/commercial by the cigarette company Eclipse promoting their new low tar, low nicotine, non-smoke cigarettes. The commercial's targeted audience are smokers who feel that others are bothered by the smoke they emit. ",tobacco; cigarette; advertising; new product,BARBARA - ECLIPSE COMMERCIAL 3,0:21:34
ymxb0079,Winston cigarette company shows its growth and promotes its cigarettes through a million dollar sweepstakes at No Bull racing events.,tobacco; cigarette; advertising; promotion,NO BULL 5 TRAINING VIDEO,0:09:48
ynhb0039,"This is an advertisement/commercial by the cigarette company Eclipse promoting their new low tar, low nicotine, non-smoke cigarettes. The commercial's targeted audience are smokers who feel that others are bothered by the smoke they emit. ",tobacco; cigarette; advertising; new product,BARBARA - ECLIPSE COMMERCIAL 2,0:13:34
ynpj0015,"This is an advertisement/commercial by the cigarette company Eclipse promoting their new low tar, low nicotine, non-smoke cigarettes. The commercial's targeted audience are smokers who feel that others are bothered by the smoke they emit. ",tobacco; cigarette; advertising; new product,BARBARA - ECLIPSE COMMERCIAL 1,0:15:42
ypgl0191,"This is a news report regarding reactions to the National Cancer Institute calling low-tar, low-nicotine cigarettes insubstantial risk to human health.",tobacco; cigarette,"""HOW SAFE?"" News Segment",0:01:53
ypgp0190,This is a Parliament cigarette commercial in the middle of the Red Skelton show. ,tobacco; cigarette,Cigarette Commercial during the Red Skelton Show,0:01:33
yphb0039,This is a deposition of Stephen Strawsburg regarding R.J. Reynolds' youth non-smoking program. ,tobacco; cigarette; deposition; legal activity; lawsuit;,DEPOSITION OF STEPHEN STRAWSBURG FALISE VS. AMERICAN TOBACCO,0:29:46
ypnh0063,This is the slideshow presentation of the Lorillard Management Conference.,tobacco; cigarette; sales; marketing; ,LORILLARD MANAGEMENT CONFERENCE TAPE 2,0:27:43
yqgl0191,A news report notes that the Surgeon General believes that cigarettes are as harmful as drugs.,tobacco; cigarette; news report; government,NICOTINE ADDICTION,0:01:05
yqgp0190,A man believes that research into cigarettes is reputable and justified.,tobacco; cigarette; opinion,Video NBC Smoking and Health Clip - TI/Allen,0:01:00
yqgv0183,(error code: 224003),tobacco; cigarette,PERCEPTION ANALYZER TESTING FEDERAL LAWSUIT ADVERTISING DEVELOPMENT 990607 - 990610,0:24:08
yqyg0114,"This is an NBC new report about how threee major health organization launched an attack against smoking and secondhand smoking, persauding the U.S. government to implement new rules and regulations. In addition, a news reporter goes in-depth into the role of cigarette companies in the cleanup of smoky air.",tobacco; cigarette; news; companies; politics,PHILIP MORRIS NBC NIGHTLY NEWS LEAD STORY ON SMOKING,0:08:09
yrdv0183,(error code: 224003),tobacco; cigarette,PHILIP MORRIS SELECT REEL-WINDOW DUB 940900 42: 30 MINUTES,0:45:51
yrfp0190,"This is a compliation of PSAs with the goal of expressing the dangers of cigarettes, especially newer products that have more nicotine content in them.",tobacco; cigarette; PSA; prevention; science,"HEW Public Service Television Advertisements, PHS Video Tapes of Public Health Service Announcements: Anti-Smoking Spots (Video Clips)",0:07:19
yrgp0190,A spokesman for a cigarette company reacts to accusations against their cigarettes and pledges for healthy products in the future.,tobacco; cigarette; news; interview,Video Face the Nation - Cullman Interview,0:00:29
yrhb0039,"This is a work training video for R.J. Reynolds employees, demonstrating how to tell customers that R.J. Reynolds tobacco is different from other brands.",tobacco; cigarette; training; sales,RETAIL CONVERSION SALE TEAM PRE-WORK TRAINING VIDEO.- R.J. Reynolds,0:18:05
yrpl0001,"This is a complication of ads for Quit Assist, a website sponsored by Philip Morris to help those trying to quit smoking.",tobacco; cigarette; advertising; marketing; quitting,QUIT ASSIST TV ADS,0:01:12
ytgb0039,"The cigarette company R.J. Reynolds discusses an independent research panel that concluded its cigarette ingredients are not ""hazardous under the conditions of use.""",tobacco; cigarette; research; science,R.J. REYNOLDS TOBACCO COMPANY VIDEO COMPLIATION,0:23:52
yxgb0191,"This is a compliation of commercials discouraging youth smoking, sponsored by Philip Morris cigarette company.",tobacco; cigarette; prevention; advertising; PSA,YSP GENERAL MARKET COMMERCIALS,0:10:30
yxvv0231,The founders of Juul Labs talk about the history of their company and the idea behind e-cigarettes.,tobacco; cigarette; vaping; innovation; vaporizer; design; e-cigarette; nicotine,"""Juul Labs Founder' Story""",0:04:45
yxxb0079,"This is a Nightline segment about Premier cigarettes, a new product that has been criticized for falsely adveritisng as a safer alternative to regular cigarettes.",tobacco; cigarette,"NIGHTLINE (ABC), JANUARY 12, 1989 (890112) 11:30 PM. ""PREMIER"" (DICK KAMPE)",0:23:59
yydn0006,"This is a PSA by various celebrities regarding the importance of smoke detectors, fire safety, and the risk of cigarettes to cause fires.",tobacco; cigarette,"Corbet Monica, Sammy Davis, Jr. Tony Orlando, Berneddette Peters Smoking PSA",0:12:58
yygl0191,This is a attack by Dwyer against Califano for his anti-tobacco stance with the Surgeon General. ,tobacco; cigarette; politics,Califano ti55390007 Dwyer Rant.wmv,0:00:48
yygp0190,This is a commercial for cigarettes in the middle of an I Love Lucy episode.,tobacco; cigarette; advertising; marketing,I Love Lucy video (audio hard to hear),0:00:55
yygv0183,(error code: 224003),tobacco; cigarette,MARLBORO GRIDIRON TEST PROMOTION,0:05:29
yyhb0039,"This is a CNN report regarding advertising by tobacco companies and trends by demographics, interviewing various perspectives. ",tobacco; cigarette; news report; advertising; demographics; sales,CNN MEDICAL REPORT ON TOBACCO,0:14:58
yzbg0182,(error code: 224003),tobacco; cigarette,"PHILIP MORRIS U.S.A. ""DAVE BERAN ADDRESS - STATE OF THE BUSINESS, NATIONAL LEVEL"" RT: 4:37 951222 TOTAL RUNNING TIME: 15:14",0:18:17
yzdk0146,This is a moderated debate on CSPAN between two experts regarding smoking. ,tobacco; cigarette; debate; public policy; politics,"PUBLIC ISSUES ON SMOKING"" CALL-IN DEBATE; C-SPAN; TAPE 1",0:33:20
yzgb0039,Tobacco Action Coalition go to Washington D.C. to fight the Clinton administration for proposed new excise taxes on cigarettes.,tobacco; cigarette; protest; politics; taxes,"RJ REYNOLDS TOBACCO COMPANY. TOBACCO ACTION COALITION WASHINGTON BUS TRIP, MARCH 9, 1994 (940309) ",0:16:47
yzhh0257,Deposition of Matthew Harbaugh in Staubus et al v Purdue Pharma LP et al; in 4 parts,lawsuit; legal activity; litigation; opioids; sales; marketing; <a href='https://www.archive.org/browse.php?field=subject&mediatype=movies&collection=industry-archives'>Browse by keywords in UCSF industry videos</a>,"Deposition of John Gillies, Vice President of Global Security",1:01:17
zfhb0039,"A detective for ""Camel Taste"" investigates about cigarettes by interviewing a smoker, a liquor stores cashier, and more. ",tobacco; cigarette; advertising,GENUINE TASTE - Camel Cigarette Company,0:24:45
zfxh0257,"This is the deposition of Gail Tetzlaf in Re: Opioid Litigation, based on her roles and responsibilites in Mallinckrodt Pharmacueticals.",lawsuit; legal activity; litigation; opioids; sales; marketing,"Deposition of Gail Tetzlaff, Compliance",1:02:25
zgdg0182,(error code: 224003),tobacco; cigarette,MACHINE ROOM - LONNIE P (MACHCHEST ONLY),0:20:26
zgfk0146,"Two speakers, one representing a tobacco company and one representing public health, debate the Surgeon General's warning on using cigarettes and human health.",tobacco; cigarette; news; debate,THE TI; 700 CLUB/TAPE 2; CBN-TV,0:16:14
zghb0039,This is a recording of a national sales conference of various tobacco company. Various speakers summarize the sucdess of the past year and set goals for the future.,tobacco; cigarette; company goals; sales,NATIONAL SALES CONFERENCE,0:32:09
zghj0223,This is a compliation of news reports and interviews regarding the implementation of We Card in the U.S. to curb underage smoking.,tobacco; cigarette; youth; youth smoking; underage smoking; laws ,COALITION FOR RESPONSIBLE TOBACCO RETAILING 'WE CARD STORY' REVISED 970212 LENGTH 10-20 MIN,0:13:37
zgkv0183,(error code: 224003),tobacco; cigarette,"""FATHER KNOWS BEST"" (SUBTITLED) ZYRA-9313 ""FOLLOW THE LEADER-SPANISH"" (SUBTITLE) ZYRA-9314 YOUTH SMOKING PREVENTION PHILIP MORRIS USA 990900",0:04:24
zgwm0256,This is a clip of interview with physician regarding slides used in drug company presentation,opioids; physician interview; sales and marketing,Dr. William Interview,0:01:11
zhdh0182,(error code: 224003),tobacco; cigarette,YOUNG AND RUBICAM PHILIP MORRIS - 1. 'LISTENING' :30 - 2. '10 O'CLOCK' :30 - 3. 'ADVICE' :30 - 4. 'BEING THERE' :30.990517.,0:05:23
zhgb0191,"This is a commercial for Marlboro cigarettes, catering to ranchers and longhorn cattle ranchers. ",tobacco; cigarette; commerical; advertisement; targeted audience,MARLBORO COMMERCIAL,0:00:40
zjdv0183,(error code: 224003),tobacco; cigarette,"PHILIP MORRIS MANAGEMENT CORP. INTERVIEWS 1.) GEORGE BRENDA CHELSEA GROUP LTD. 2.) PRESIDENT REDI-FLOORS, ATLANTA",0:11:51
zjhb0039,This is a CNN Report that cigarette companies plan to produce smokeless cigarettes.,tobacco; cigarette; news report; sales,SAFE CIGARETTES CNN MONEYLINE,0:01:01
zjhv0183,(error code: 224003),tobacco; cigarette,"PHILIP MORRIS / Y&R YSP CAMPAIGN (NO BARS, TITLE CARDS) ""BUS"" W/SGW : 30 ""WHO YOU ARE"" W/SGW : 30 ""BEING DIFFERENT"" W/SGW : 30",0:06:11
zjlw0036,"This is an advertisement for a new and upcoming club called Club Benson & Hedges, which will revolutionize the experience for smokers.",tobacco; cigarette; advertisement; marketing; social; promotion,CLUB BENSON & HEDGES,0:10:30
zjxb0079,"This is an employee training video for store employees to sell cigarettes only to those of legal age, narrated by Danny Glover",tobacco; cigarette; employees; training; legal,Support the Law - Narrated by Danny Glover,0:09:18
zkch0182,(error code: 224003),tobacco; cigarette,PHILIP MORRIS SELECT REEL - WINDOW DUB 940900,0:57:12
zkhb0039,"A woman in an commercial persaudes viewers to try Eclipse's new cigarettes because they don't have secondhand smoke, making it easier for smokers to smoke without bothering other people.",tobacco; cigarette; commerical; marketing; new product,DISCOVER A NEW FREEDOM TO ENJOY SMOKING ECLIPSE,0:13:40
zknh0063,A speaker comments on Lorillard's statistics on complaint rate and its pioneering as a quality leader in the tobacco industry. ,tobacco; cigarette; sales; marketing; ,LORILLARD MANAGEMENT CONFERENCE: QUALITY ASSURANCE (NO AUDIO AFTER 0:01:57),0:18:14
zkwk0146,"Guy Smith, a Philip Morris spokesperson and a former secretary of Health and Human Services debate Philip Morris' recent commercials, political power of smokers, and the effect of cigarettes on human health.",tobacco; cigarette; news; debate; marketing; health,"INTERVIEW WITH GUY SMITH AND JOSEPH CALIFANO, GOOD MORNING, AMERICA, ABC TV, ",0:10:15
zlpj0015,"This is a report on Eclipse's gamble on smokeless cigarettes, dsepite previous failures by other companies. ",tobacco; cigarette; news report; new product, ECLIPSE NEWS SEGMENT LENGTH 1:00 1996 (960000) DUB 11-04-96 (961104),0:03:47
zmdh0182,(error code: 224003),tobacco; cigarette;,ARCHIVE LOCATION VARIANCE SHEET,0:22:33
zmhb0039,This is a commercial by Vantage cigarettes promoting its products.,tobacco; cigarette; advertisement; advertising; commercial; marketing,R.J. REYNOLDS CAMEL LIGHTS - VANTAGE - SALEM LIGHTS ADVERTISEMENT (NO AUDIO).,0:01:03
zmpj0015,"A smoker from Las Vegas is interviewed regarding the effects of anti-smoking campaigns, different types of tobacco, tobacco on personal habits, and more.",tobacco; cigarette; interview; PDA; anti-smoking campaigns,PAULA AMOS VEGAS CIT2 C-PROJECT.,0:27:28
zngb0183,(error code: 224003),tobacco; cigarette;  <a href='http://www.archive.org/browse.php?field=subject&mediatype=movies&collection=industry-archives'>Browse by keywords in UCSF industry videos</a>,TEST RANDKAMMES II,0:06:09
zngl0191,CBS host interviews guest regarding hypothetical if cigarettes were found to contain cancer-causing substance.,tobacco; cigarette; news; interview,SEE IT NOW CBS,0:00:30
zngp0190,"Philip Morris advertises a commerical in the middle of an I Love Lucy episode, stress its viewers of a misleading claim that their cigarettes don't cause irritation. ",tobacco; cigarette; commerical; advertisement; claim; research,Philip Morris Commerical in I Love Lucy,0:01:40
znhb0039,Local news stations report on new Eclipse smokeless cigarettes.,tobacco; cigarette; news report; new product,"R.J. REYNOLDS TOBACCO COMPANY PR OFF-AIR TAPING LOCAL AND NATIONAL NEWS COVERAGE ""ECLIPSE ON SALE"" AND ""MINNESOTA COURT RULING""",0:07:55
znpj0015,Spokespeople from Eclipse cigarette company demonstrate its new heated tobacco and answers questions from an audience panel.,tobacco; cigarette; marketing; design; new product,Taped Discussion Re: Eclipse Heated Tobacco,0:07:08
znwv0183,(error code: 224003),tobacco; cigarette,PHILIP MORRIS - MAT COMPOSITE - ALL SECTIONS,0:10:43
zpfd0220,This is a smoking prevention video targetted toward youth. ,tobacco; cigarette; advertising; public relations; public service announcement; youth; youth access; industry sponsored prevention program,YOUNG AND RUBICAM YOUTH SMOKING PREVENTION,0:05:03
zpgl0191,This is a short clip about American Cancer Society findings.,tobacco; cigarette; scientific results; research,Short News Segment Re: Cigarettes,0:00:25
zpgp0190,"This is a short clip about how cigarette companies continue inssiting that cigarettes aren't harmful to health, while deflecting further questions. ",tobacco; cigarette; news report; companies,"20/20, News Story, 10/20/83",0:00:31
zphb0039,"James Wesley Johnston, former CEO of Philip Morris, gives his deposition regarding marketing in the company. ",tobacco; cigarette; deposition; legal activity; lawsuit;,"UNITED STATES OF AMERICA, VS. PHILIP MORRIS, INCORPORATED, ET AL. VIDEOTAPED DEPOSITION OF JAMES WESLEY JOHNSTON.",0:28:00
zpwc0072,This news report talks about Vector group chariment Bennett LeBow trying to break apart the RJR tobacco company. ,tobacco; cigarette; news report; ,"BUSINESS TONIGHT RE: BENNETT LEBOW/RJR NABISCO""",0:03:47
zqgp0190,The radio host Edward Murrow shortly expresses his admiration for scientists pooling their knowledge together. ,tobacco; cigarette; scientific results; research,"See it Now, Murrow Segment",0:00:37
zqhb0039,"Arnold Mosberg gives his depositio regarding his role and responsbilites in the American Tobacco Company, including his research on the effects of cigarette smoke on animals. ",tobacco; cigarette; legal activity; lawsuit; deposition,"IN THE CIRCUIT COURT OF THE CITY OF ST. LOUIS. STATE OF MISSOURI. CITY OF ST. LOUIS, ET AL, PLAINTIFFS,. VS. AMERICAN TOBACCO COMPANY, INC., ET AL. DEFENDANT(S). DEPOSITION OF ARNOLD MOSBERG.",0:20:07
zrfp0190,"This is a news report regarding the truth behind low nicotine cigarettes, which are falsely deemed as a safer alternative to regular cigarettes.",tobacco; cigarette; news report; science,CBS Report Re: Low Nicotine Cigarettes,0:02:25
zsgb0039,The cigarette company Camel advertises a commercial using positive testimonials to persuade customers to buy their products. ,tobacco; cigarette; commerical; advertisement,Tobacco Company Camel Commercial,0:25:14
zsgp0190,"The chairman of Philip Morris, Mr. Cullman, says on Face the Nation on behalf of the company that they don't believe cigarettes are hazardous. ",tobacco; cigarette; news; debate,Video Face the Nation - Interview with Mr. Cullman,0:00:11
zslp0185,This video demonstrates a smoking prevention advertisement targetting youth smoking and the context behind the ad.,tobacco; cigarette;advertising; public relations; public service announcement; youth; youth access; industry sponsored prevention program,Lorillard Youth Smoking Prevention Program - Video News Release (No Sound),0:07:35
zsxw0178,A spokesman in a technical synergy symposiuym presents about immune selection regarding cigarettes.,tobacco; cigarette; presentation,Technical Synergy Symposium Day 1     ,0:05:24
ztgb0039,A spokesman educates a focus group regarding the smell and secondhand smoke content in a new product of cigarettes.,tobacco; cigarette; marketing; statistics,Focus Group Sample Product Introduction with Kevin Verner,0:09:05
zthh0257,"Lisa Cardetti, Director of Naitonal Accounts, gives her deposition in Kansas City, Missouri, for the National Presciription Opiate Litigation. She mentions her various positions and responsibilities at the pharmceutical company Mallinckrodt, as well as her role in selling products to customers. ",lawsuit; legal activity; litigation; opioids; sales; marketing,"Deposition of Lisa Cardetti, Director of National Accounts",1:29:05
ztxw0178,A panel of tobacco panelists and experts debate advertising to youth and forewarnings on packaging on an Australian teleivison news program. ,tobacco; cigarette; debate; television; youth; women; marketing; advertising,Australian Panel Debate on Cigarettes,0:16:10
